age,job,marital,education,default,housing,loan,campaign,contact,month,day_of_week,duration,previous,outcome,btc.spotprice,btc.futures.index,target_variable
26,admin.,single,university.degree,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
30,blue-collar,married,basic.4y,no,no,yes,1,cellular,may,mon,255,0,nonexistent,92.893,-46.2,no
36,blue-collar,married,basic.6y,no,no,no,1,cellular,may,mon,193,0,nonexistent,92.893,-46.2,no
28,services,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
31,blue-collar,married,basic.9y,no,yes,no,1,cellular,may,mon,475,1,failure,92.893,-46.2,yes
57,technician,married,high.school,no,yes,no,1,cellular,may,mon,74,0,nonexistent,92.893,-46.2,no
28,blue-collar,married,basic.6y,unknown,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
29,admin.,single,high.school,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
38,blue-collar,divorced,basic.4y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
32,blue-collar,married,basic.9y,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
51,admin.,married,basic.6y,no,no,yes,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
57,technician,married,high.school,no,no,yes,1,cellular,may,mon,161,0,nonexistent,92.893,-46.2,no
35,services,divorced,university.degree,no,yes,no,1,cellular,may,mon,215,0,nonexistent,92.893,-46.2,no
46,management,married,basic.6y,no,no,no,1,cellular,may,mon,966,0,nonexistent,92.893,-46.2,yes
57,technician,married,high.school,no,yes,no,1,cellular,may,mon,758,1,failure,92.893,-46.2,no
50,admin.,single,basic.9y,unknown,no,yes,1,telephone,may,mon,52,0,nonexistent,92.893,-46.2,no
57,technician,married,high.school,no,no,yes,1,cellular,may,mon,371,1,failure,92.893,-46.2,no
32,technician,single,high.school,no,yes,yes,1,cellular,may,mon,426,0,nonexistent,92.893,-46.2,no
47,blue-collar,married,basic.4y,unknown,yes,no,1,cellular,may,mon,369,0,nonexistent,92.893,-46.2,no
54,management,married,basic.4y,unknown,yes,no,1,cellular,may,mon,264,0,nonexistent,92.893,-46.2,no
32,technician,married,professional.course,no,yes,no,1,cellular,may,mon,246,0,nonexistent,92.893,-46.2,no
53,self-employed,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
36,admin.,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
30,services,divorced,high.school,no,no,no,0,NA,NA,NA,0,1,success,92.893,-46.2,no
30,blue-collar,single,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
30,blue-collar,married,basic.6y,no,yes,no,1,cellular,may,mon,77,1,failure,92.893,-46.2,no
40,services,divorced,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
28,blue-collar,married,basic.9y,unknown,unknown,unknown,1,telephone,may,mon,267,1,failure,92.893,-46.2,no
29,entrepreneur,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
46,blue-collar,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
35,blue-collar,single,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
33,blue-collar,single,basic.9y,unknown,yes,yes,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
45,management,married,basic.9y,unknown,yes,no,1,cellular,may,mon,288,1,failure,92.893,-46.2,no
41,services,single,high.school,unknown,yes,no,1,cellular,may,mon,63,0,nonexistent,92.893,-46.2,no
45,management,married,basic.9y,unknown,yes,no,1,cellular,may,mon,305,0,nonexistent,92.893,-46.2,no
35,blue-collar,married,basic.4y,no,yes,no,1,cellular,may,mon,386,0,nonexistent,92.893,-46.2,no
32,entrepreneur,married,high.school,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
34,technician,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
35,blue-collar,married,basic.4y,no,yes,no,1,cellular,may,mon,629,0,nonexistent,92.893,-46.2,no
53,admin.,married,high.school,no,yes,yes,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
27,unknown,single,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
40,admin.,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
30,services,married,high.school,no,yes,yes,1,cellular,may,mon,296,0,nonexistent,92.893,-46.2,no
38,admin.,divorced,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
28,entrepreneur,single,professional.course,no,yes,no,1,cellular,may,mon,240,0,nonexistent,92.893,-46.2,no
32,blue-collar,married,basic.6y,no,yes,yes,1,cellular,may,mon,261,1,failure,92.893,-46.2,no
46,admin.,married,basic.6y,unknown,no,yes,1,cellular,may,mon,270,1,failure,92.893,-46.2,no
43,admin.,divorced,basic.9y,no,yes,no,1,cellular,may,mon,47,1,failure,92.893,-46.2,no
30,technician,single,basic.9y,no,no,no,1,cellular,may,mon,63,0,nonexistent,92.893,-46.2,no
30,technician,single,basic.9y,no,yes,no,1,cellular,may,mon,112,0,nonexistent,92.893,-46.2,no
47,blue-collar,married,high.school,no,yes,yes,1,cellular,may,mon,57,0,nonexistent,92.893,-46.2,no
28,technician,single,professional.course,no,yes,no,1,cellular,may,mon,77,1,failure,92.893,-46.2,no
57,technician,married,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
34,blue-collar,single,university.degree,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
32,blue-collar,married,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
56,blue-collar,married,basic.4y,no,yes,no,1,cellular,may,mon,161,0,nonexistent,92.893,-46.2,no
32,admin.,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
49,blue-collar,married,basic.9y,unknown,no,yes,1,cellular,may,mon,204,1,failure,92.893,-46.2,no
49,blue-collar,married,basic.9y,unknown,no,yes,1,cellular,may,mon,290,0,nonexistent,92.893,-46.2,no
47,services,divorced,high.school,no,yes,no,1,cellular,may,mon,254,0,nonexistent,92.893,-46.2,no
30,admin.,single,university.degree,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
36,services,married,university.degree,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
28,technician,single,professional.course,no,yes,no,1,telephone,may,mon,296,1,failure,92.893,-46.2,no
48,admin.,divorced,high.school,unknown,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
42,admin.,married,university.degree,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
57,technician,married,high.school,no,yes,no,1,cellular,may,mon,228,0,nonexistent,92.893,-46.2,no
31,admin.,divorced,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
42,management,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
30,blue-collar,married,basic.6y,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
52,admin.,single,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
28,blue-collar,married,basic.6y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
29,services,divorced,high.school,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
46,admin.,married,basic.6y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
25,student,single,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
27,entrepreneur,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
32,blue-collar,married,basic.6y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
38,services,married,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
36,admin.,married,high.school,no,yes,yes,1,cellular,may,mon,142,0,nonexistent,92.893,-46.2,no
49,blue-collar,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
30,technician,single,basic.9y,no,no,yes,1,cellular,may,mon,189,0,nonexistent,92.893,-46.2,no
32,technician,single,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
34,technician,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
44,blue-collar,married,basic.6y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
31,technician,single,university.degree,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
29,blue-collar,married,basic.9y,no,yes,yes,1,cellular,may,mon,34,1,failure,92.893,-46.2,no
28,blue-collar,single,professional.course,no,yes,no,1,cellular,may,mon,333,0,nonexistent,92.893,-46.2,no
58,technician,divorced,basic.9y,no,no,no,1,cellular,may,mon,128,1,failure,92.893,-46.2,no
36,entrepreneur,married,high.school,no,yes,yes,1,cellular,may,mon,102,0,nonexistent,92.893,-46.2,no
31,services,married,basic.9y,no,no,no,1,cellular,may,mon,400,1,failure,92.893,-46.2,no
29,blue-collar,married,basic.9y,no,yes,no,1,cellular,may,mon,175,0,nonexistent,92.893,-46.2,no
33,admin.,married,university.degree,no,no,yes,1,cellular,may,mon,69,0,nonexistent,92.893,-46.2,no
55,management,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
35,blue-collar,married,basic.4y,no,no,yes,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
39,blue-collar,married,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
37,admin.,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
35,blue-collar,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
26,blue-collar,single,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
44,technician,married,professional.course,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
26,student,single,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
44,admin.,married,high.school,no,yes,no,1,cellular,may,mon,246,0,nonexistent,92.893,-46.2,no
30,services,single,high.school,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
28,blue-collar,married,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
27,services,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
33,blue-collar,single,basic.9y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
32,blue-collar,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
43,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
24,technician,single,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
37,entrepreneur,married,basic.9y,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
32,admin.,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
30,services,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
50,blue-collar,married,unknown,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
43,services,divorced,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
46,blue-collar,married,basic.9y,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
30,blue-collar,married,basic.6y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
36,blue-collar,married,basic.6y,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
30,admin.,single,university.degree,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
32,entrepreneur,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
42,entrepreneur,married,basic.4y,unknown,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
56,services,single,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
54,management,married,high.school,unknown,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
39,blue-collar,married,basic.6y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,yes
35,services,married,basic.9y,unknown,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
31,blue-collar,single,basic.6y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
37,admin.,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
35,blue-collar,married,basic.9y,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
32,blue-collar,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
54,blue-collar,divorced,unknown,unknown,no,no,0,NA,NA,NA,0,1,success,92.893,-46.2,no
30,blue-collar,married,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
34,services,married,basic.9y,no,yes,yes,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
30,admin.,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
40,services,married,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
34,admin.,unknown,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
37,entrepreneur,married,basic.9y,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
33,blue-collar,single,basic.9y,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
47,blue-collar,married,basic.6y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
35,blue-collar,single,basic.9y,unknown,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
30,technician,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
33,admin.,married,high.school,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
50,services,married,high.school,unknown,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
37,blue-collar,married,basic.6y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
37,housemaid,divorced,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
55,self-employed,married,university.degree,unknown,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
49,blue-collar,single,high.school,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
30,entrepreneur,married,basic.6y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
44,blue-collar,married,basic.9y,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
27,blue-collar,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
35,technician,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
31,blue-collar,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
29,admin.,single,basic.9y,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
33,services,married,basic.9y,no,unknown,unknown,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
36,technician,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
29,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,2,failure,92.893,-46.2,no
25,blue-collar,single,high.school,unknown,yes,no,0,NA,NA,NA,0,2,failure,92.893,-46.2,no
42,blue-collar,married,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
47,blue-collar,married,basic.4y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
44,technician,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
34,blue-collar,single,university.degree,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
44,blue-collar,married,high.school,no,unknown,unknown,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
31,technician,married,university.degree,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
33,services,single,high.school,no,no,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
26,admin.,single,high.school,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
29,entrepreneur,married,basic.4y,unknown,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
37,blue-collar,married,basic.9y,unknown,unknown,unknown,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
41,services,single,high.school,unknown,unknown,unknown,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
26,services,single,high.school,no,no,no,0,NA,NA,NA,0,2,failure,92.893,-46.2,no
31,technician,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
36,technician,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
27,blue-collar,married,basic.4y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,yes
35,blue-collar,married,basic.6y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
35,admin.,divorced,high.school,no,yes,yes,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
25,technician,single,university.degree,no,no,yes,0,NA,NA,NA,0,2,failure,92.893,-46.2,no
34,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
46,blue-collar,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
41,blue-collar,married,basic.6y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
34,admin.,married,university.degree,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
23,services,single,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
33,admin.,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
40,unemployed,single,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
33,blue-collar,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,yes
35,entrepreneur,married,high.school,no,yes,no,0,NA,NA,NA,0,2,failure,92.893,-46.2,no
46,blue-collar,married,basic.4y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
47,blue-collar,married,basic.6y,unknown,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
29,student,single,unknown,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
33,services,single,high.school,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
37,services,married,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
54,management,married,basic.6y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
45,admin.,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
24,services,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
53,blue-collar,married,basic.4y,unknown,unknown,unknown,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
46,services,divorced,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
32,admin.,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
40,technician,married,university.degree,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
47,admin.,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,yes
35,admin.,single,university.degree,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
28,blue-collar,married,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
54,management,married,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
33,technician,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
29,technician,single,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
31,technician,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
30,services,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
43,self-employed,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
46,management,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
41,entrepreneur,married,basic.9y,no,no,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
46,technician,divorced,professional.course,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
28,services,single,high.school,no,unknown,unknown,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
32,technician,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
27,blue-collar,single,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
36,admin.,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
33,blue-collar,married,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
32,blue-collar,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
28,student,single,university.degree,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
26,self-employed,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
38,services,single,basic.6y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,yes
23,blue-collar,married,basic.6y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
30,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
28,admin.,married,university.degree,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
33,services,divorced,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
32,services,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
43,blue-collar,single,basic.4y,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
35,admin.,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
31,technician,married,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
32,management,single,professional.course,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
39,services,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
27,services,married,high.school,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
37,admin.,married,high.school,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
29,admin.,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
40,blue-collar,married,basic.4y,no,yes,yes,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
36,admin.,married,university.degree,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
26,services,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
30,blue-collar,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
27,admin.,single,high.school,unknown,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
47,blue-collar,married,basic.9y,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
36,services,divorced,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
35,admin.,single,high.school,no,yes,yes,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
41,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
27,housemaid,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
29,admin.,married,high.school,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
43,blue-collar,married,unknown,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
51,blue-collar,divorced,high.school,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
35,admin.,single,high.school,no,yes,yes,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
49,admin.,married,high.school,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
33,blue-collar,married,basic.9y,unknown,no,yes,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
45,admin.,single,high.school,unknown,unknown,unknown,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
50,management,divorced,university.degree,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
50,unknown,married,basic.4y,unknown,no,yes,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
33,services,married,basic.6y,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
30,self-employed,married,professional.course,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
31,blue-collar,married,basic.6y,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
26,admin.,single,university.degree,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
34,admin.,divorced,university.degree,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
30,services,single,basic.6y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
32,blue-collar,married,basic.9y,no,no,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
31,technician,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
39,admin.,single,high.school,no,no,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
38,blue-collar,married,high.school,unknown,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
51,blue-collar,divorced,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
33,blue-collar,single,basic.6y,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,yes
43,blue-collar,married,unknown,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
35,admin.,married,high.school,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
38,technician,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
50,unknown,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
32,management,single,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,yes
37,blue-collar,divorced,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
43,blue-collar,married,unknown,no,no,yes,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
36,blue-collar,married,high.school,no,yes,no,0,NA,NA,NA,0,1,failure,92.893,-46.2,no
34,admin.,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
54,blue-collar,divorced,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,92.893,-46.2,no
